['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '69', '1', '1418682163.170388', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418682758.043257', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.75', '1', '0', '0', '1', '0', '0', '?', '13879', '1', '1418682759.902585', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682760.043588', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682761.612555', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.482759', '17459', '0', '1418682761.692488', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.75', '1', '0', '0', '1', '0', '0', '?', '13879', '1', '1418682763.358412', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682763.500675', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682765.147517', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418682765.224709', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682766.853519', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682767.019389', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682768.683123', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418682768.779315', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682770.548251', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682770.697873', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682772.376978', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418682772.459685', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682774.122352', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682774.273611', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682775.912085', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418682775.994650', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682777.658196', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682777.800705', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682779.447555', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418682779.524382', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682781.312181', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682781.468816', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682783.022039', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16961', '0', '1418682783.119361', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682784.847161', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682784.998905', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682786.636766', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418682786.723587', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682788.501392', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682788.649025', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682790.291130', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.505747', '17977', '0', '1418682790.373589', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '0', '0', '?', '16709', '1', '1418682792.116743', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682792.282877', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682794.024877', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418682794.117443', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '0', '?', '16708', '1', '1418682795.889669', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682796.033381', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682797.719242', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418682797.804937', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '0', '?', '16708', '1', '1418682799.663131', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682799.821537', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682801.373613', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418682801.469557', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '0', '?', '16708', '1', '1418682803.238236', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682803.387237', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682805.067473', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418682805.146790', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '0', '?', '16708', '1', '1418682806.892468', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682807.033849', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682808.801721', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418682808.895666', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '1', '?', '16707', '1', '1418682810.546827', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682810.702211', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682812.257073', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418682812.350633', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '1', '?', '16707', '1', '1418682814.121692', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682814.265074', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682815.952056', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418682816.027755', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '1', '?', '16707', '1', '1418682817.697413', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682817.838171', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682819.526029', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418682819.628607', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '1', '1', '1', '?', '16707', '1', '1418682821.390785', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682821.543789', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682823.220773', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418682823.307339', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '0', '1', '1', '?', '16708', '1', '1418682825.045163', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682825.195403', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682826.755361', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.505747', '17976', '0', '1418682826.830556', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '0', '1', '1', '?', '16708', '1', '1418682828.500843', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682828.666621', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682830.409859', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16963', '0', '1418682830.498796', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '0', '1', '1', '?', '16708', '1', '1418682832.275605', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682832.421363', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682834.104227', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.505747', '17977', '0', '1418682834.206614', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '0', '1', '1', '?', '16708', '1', '1418682835.928975', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682836.085105', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682837.719831', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418682837.797905', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '1', '0', '0', '0', '1', '1', '?', '16708', '1', '1418682839.464072', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682839.610325', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682841.175172', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418682841.252619', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682843.038786', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682843.193555', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682844.868289', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418682844.951233', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682846.613773', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682846.758902', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682848.363879', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418682848.443705', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682850.109502', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682850.271752', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682851.899105', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.505747', '17976', '0', '1418682851.990177', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682853.724217', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682853.864849', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682855.553965', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418682855.633560', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682857.299076', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682857.459206', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682859.128315', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418682859.217892', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682860.992936', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682861.138698', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682862.783442', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418682862.883368', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682864.488408', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682864.645288', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682866.198634', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418682866.289590', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.3471', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '13104', '1', '1418682868.024252', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682868.167382', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682869.893375', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '14147', '0', '1418682869.994095', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682871.758002', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682871.906632', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682873.587742', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12850', '0', '1418682873.663696', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682875.332474', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682875.501498', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682877.202226', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '16705', '0', '1418682877.293305', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682879.026466', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682879.167099', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682880.895844', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '17713', '0', '1418682880.972668', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682882.601327', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682882.762202', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682884.430818', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '16710', '0', '1418682884.521404', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682886.255682', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682886.404440', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682888.085930', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12848', '0', '1418682888.188763', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682889.831282', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682889.988927', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682891.621542', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '17731', '0', '1418682891.705110', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682893.564786', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682893.733171', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682895.473665', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12599', '0', '1418682895.562379', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682897.298538', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682897.444792', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682899.128033', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '16965', '0', '1418682899.230484', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682900.952534', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682901.104905', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682902.782012', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12869', '0', '1418682902.861729', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682904.527503', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682904.670131', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682906.317236', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '14131', '0', '1418682906.421071', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682908.181984', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682908.331745', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682909.931973', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '13360', '0', '1418682910.012886', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682911.756841', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682911.925221', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682913.705347', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12613', '0', '1418682913.793688', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682915.571977', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682915.714862', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682917.281076', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '13362', '0', '1418682917.359662', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682919.025806', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682919.188686', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682920.816303', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '14647', '0', '1418682920.905633', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682922.640546', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682922.780294', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682924.350772', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '17221', '0', '1418682924.429221', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682926.175758', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682926.340773', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682928.005132', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '17971', '0', '1418682928.097210', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.3008', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '14661', '1', '1418682929.830376', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682929.972625', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682931.659988', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12868', '0', '1418682931.734823', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '17204', '1', '1418682933.405226', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682933.569363', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682935.274351', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '14404', '0', '1418682935.365054', '1', '1', '32']
